,Min Delay
12962,Short Delay
14759,Medium Delay
10044,Long Delay
1366,Medium Delay
283,Long Delay
25547,Long Delay
34315,Short Delay
12331,Medium Delay
11957,Medium Delay
11429,Long Delay
14051,Short Delay
30108,Long Delay
28462,Medium Delay
13477,Long Delay
29441,Medium Delay
32257,Long Delay
32386,Short Delay
5063,Medium Delay
15133,Short Delay
17558,Short Delay
16105,Short Delay
8603,Short Delay
5021,Medium Delay
25184,Short Delay
28878,Short Delay
34430,Medium Delay
28297,Short Delay
6474,Short Delay
26186,Short Delay
23280,Medium Delay
13010,Long Delay
18324,Medium Delay
24010,Medium Delay
30758,Short Delay
16311,Short Delay
17911,Medium Delay
29227,Short Delay
10108,Medium Delay
30490,Short Delay
3891,Short Delay
19093,Long Delay
31954,Short Delay
24501,Short Delay
30777,Medium Delay
13027,Medium Delay
29620,Short Delay
31358,Short Delay
32857,Medium Delay
6961,Long Delay
981,Short Delay
33669,Short Delay
32713,Short Delay
32219,Long Delay
9390,Medium Delay
27752,Short Delay
9010,Short Delay
21191,Short Delay
17951,Long Delay
3141,Long Delay
2721,Medium Delay
5895,Short Delay
9517,Short Delay
22499,Short Delay
28361,Medium Delay
30769,Long Delay
27478,Long Delay
3958,Short Delay
29503,Short Delay
25810,Short Delay
30341,Medium Delay
12057,Short Delay
8241,Short Delay
29879,Short Delay
4453,Medium Delay
14303,Long Delay
21603,Short Delay
11177,Short Delay
13950,Short Delay
16512,Medium Delay
2972,Medium Delay
1031,Medium Delay
16251,Medium Delay
11320,Short Delay
16027,Short Delay
15576,Medium Delay
7825,Medium Delay
20187,Long Delay
32676,Long Delay
12430,Medium Delay
13188,Short Delay
7178,Short Delay
29790,Long Delay
8378,Short Delay
34257,Medium Delay
16806,Short Delay
22842,Short Delay
23827,Long Delay
623,Short Delay
33751,Short Delay
18385,Long Delay
15394,Short Delay
10675,Short Delay
19953,Short Delay
9252,Medium Delay
10440,Medium Delay
10592,Short Delay
17888,Medium Delay
1288,Short Delay
34173,Long Delay
6791,Medium Delay
16092,Short Delay
8838,Short Delay
7761,Short Delay
13403,Medium Delay
17220,Long Delay
9348,Medium Delay
26101,Medium Delay
14697,Medium Delay
9759,Long Delay
18665,Medium Delay
18644,Short Delay
33809,Short Delay
20717,Short Delay
33786,Short Delay
15251,Short Delay
11078,Medium Delay
20085,Short Delay
9187,Medium Delay
13072,Medium Delay
5222,Short Delay
2950,Long Delay
15593,Short Delay
15148,Medium Delay
30494,Medium Delay
12952,Medium Delay
4003,Medium Delay
7207,Short Delay
33618,Short Delay
9197,Short Delay
11801,Short Delay
2597,Medium Delay
2353,Short Delay
31736,Medium Delay
10488,Short Delay
2361,Long Delay
23144,Short Delay
1750,Short Delay
17182,Long Delay
23981,Short Delay
29336,Short Delay
30211,Short Delay
32695,Medium Delay
7217,Short Delay
23923,Short Delay
24652,Medium Delay
32296,Long Delay
25910,Medium Delay
13465,Short Delay
3627,Long Delay
32030,Medium Delay
23381,Medium Delay
26526,Short Delay
15406,Long Delay
32823,Medium Delay
27383,Medium Delay
33309,Long Delay
7061,Medium Delay
28643,Medium Delay
33696,Medium Delay
31386,Long Delay
3119,Long Delay
27601,Medium Delay
25174,Medium Delay
30908,Short Delay
10728,Medium Delay
7194,Short Delay
13168,Medium Delay
17391,Medium Delay
551,Medium Delay
24522,Medium Delay
3523,Short Delay
26952,Short Delay
12713,Short Delay
18287,Medium Delay
21789,Medium Delay
11512,Long Delay
3249,Medium Delay
32790,Medium Delay
26772,Medium Delay
22304,Medium Delay
27907,Short Delay
11452,Medium Delay
20831,Long Delay
24270,Short Delay
1970,Medium Delay
25227,Short Delay
23572,Medium Delay
2911,Medium Delay
26440,Short Delay
27346,Short Delay
34749,Short Delay
9063,Short Delay
28764,Long Delay
33502,Short Delay
14436,Medium Delay
22827,Medium Delay
18588,Short Delay
28011,Medium Delay
10278,Short Delay
22158,Short Delay
30394,Medium Delay
15070,Long Delay
134,Short Delay
34446,Short Delay
10928,Short Delay
12838,Medium Delay
24520,Short Delay
34874,Medium Delay
32334,Long Delay
20111,Long Delay
27731,Medium Delay
31044,Medium Delay
31084,Short Delay
16233,Medium Delay
6924,Medium Delay
25984,Medium Delay
12690,Medium Delay
33858,Medium Delay
9514,Short Delay
6424,Short Delay
14003,Short Delay
35238,Short Delay
5438,Long Delay
6577,Short Delay
141,Medium Delay
33971,Short Delay
26652,Long Delay
7081,Medium Delay
14360,Long Delay
30807,Short Delay
1849,Short Delay
10515,Short Delay
7604,Medium Delay
21213,Medium Delay
29755,Short Delay
13161,Medium Delay
14241,Medium Delay
24563,Short Delay
1626,Short Delay
2197,Medium Delay
4458,Short Delay
19495,Short Delay
2343,Short Delay
34238,Long Delay
23834,Medium Delay
8354,Short Delay
20091,Long Delay
439,Long Delay
29704,Short Delay
17872,Long Delay
32432,Short Delay
19160,Short Delay
18479,Long Delay
16038,Short Delay
35038,Medium Delay
13840,Long Delay
8813,Medium Delay
34560,Short Delay
19494,Short Delay
3608,Medium Delay
12930,Short Delay
33577,Short Delay
22011,Short Delay
13114,Short Delay
26330,Short Delay
21621,Medium Delay
23079,Short Delay
14480,Short Delay
6692,Short Delay
20687,Medium Delay
20731,Medium Delay
19739,Short Delay
33692,Short Delay
29192,Short Delay
2270,Short Delay
28318,Short Delay
4489,Long Delay
35089,Short Delay
10872,Medium Delay
12339,Short Delay
15299,Long Delay
2100,Medium Delay
22069,Medium Delay
4362,Short Delay
10300,Short Delay
12704,Medium Delay
20393,Long Delay
10048,Short Delay
4540,Medium Delay
34095,Short Delay
15184,Medium Delay
19644,Short Delay
13970,Medium Delay
10904,Medium Delay
17897,Short Delay
2395,Short Delay
10413,Long Delay
14764,Medium Delay
26991,Medium Delay
13439,Short Delay
396,Short Delay
20274,Medium Delay
22997,Short Delay
33870,Short Delay
25707,Medium Delay
3499,Medium Delay
19668,Short Delay
4555,Medium Delay
12941,Short Delay
9246,Medium Delay
34083,Medium Delay
34818,Short Delay
23839,Short Delay
30196,Medium Delay
30521,Short Delay
7855,Long Delay
20719,Long Delay
19319,Medium Delay
31347,Short Delay
11008,Medium Delay
6575,Short Delay
14530,Short Delay
6600,Medium Delay
9543,Short Delay
21892,Long Delay
20279,Medium Delay
11892,Short Delay
869,Medium Delay
20730,Medium Delay
22278,Medium Delay
7160,Short Delay
34181,Short Delay
27413,Short Delay
26273,Short Delay
1958,Medium Delay
5925,Long Delay
27723,Medium Delay
719,Medium Delay
24688,Short Delay
17272,Long Delay
20978,Medium Delay
7016,Medium Delay
2550,Short Delay
21518,Short Delay
34582,Medium Delay
11922,Short Delay
34731,Medium Delay
18408,Short Delay
25134,Medium Delay
19634,Short Delay
18747,Long Delay
5650,Medium Delay
3288,Medium Delay
6969,Short Delay
15761,Short Delay
1086,Long Delay
2086,Short Delay
15452,Long Delay
2301,Short Delay
11559,Short Delay
15274,Short Delay
14489,Short Delay
6511,Medium Delay
25503,Short Delay
29914,Short Delay
29672,Medium Delay
9096,Medium Delay
28329,Medium Delay
32492,Medium Delay
26071,Medium Delay
10304,Short Delay
30050,Short Delay
3913,Short Delay
3911,Medium Delay
18421,Short Delay
28622,Medium Delay
30417,Long Delay
27457,Long Delay
18969,Medium Delay
424,Short Delay
643,Medium Delay
35117,Long Delay
17395,Short Delay
26769,Medium Delay
26068,Long Delay
7654,Short Delay
32714,Medium Delay
23523,Medium Delay
20986,Medium Delay
26417,Short Delay
1838,Medium Delay
2029,Medium Delay
9769,Medium Delay
30874,Medium Delay
7536,Short Delay
18277,Medium Delay
10848,Short Delay
14139,Medium Delay
21730,Medium Delay
35097,Medium Delay
34047,Short Delay
12489,Medium Delay
34739,Medium Delay
17599,Medium Delay
29512,Medium Delay
13946,Medium Delay
22231,Short Delay
33145,Short Delay
6901,Medium Delay
5659,Medium Delay
6304,Short Delay
24561,Medium Delay
4358,Short Delay
18281,Short Delay
20416,Medium Delay
31938,Short Delay
4168,Short Delay
31227,Short Delay
4062,Short Delay
3718,Short Delay
16248,Short Delay
30209,Medium Delay
18563,Long Delay
15027,Long Delay
21437,Short Delay
15787,Medium Delay
9157,Short Delay
5847,Medium Delay
25836,Short Delay
16993,Medium Delay
31135,Long Delay
14900,Medium Delay
25916,Short Delay
22332,Medium Delay
5729,Medium Delay
7419,Medium Delay
23250,Medium Delay
457,Short Delay
22445,Long Delay
3898,Medium Delay
3794,Short Delay
19975,Short Delay
24609,Short Delay
34543,Long Delay
7454,Short Delay
28769,Medium Delay
10558,Short Delay
14529,Medium Delay
27818,Short Delay
25670,Short Delay
22982,Short Delay
33874,Long Delay
3859,Short Delay
523,Medium Delay
11132,Long Delay
7192,Short Delay
11085,Medium Delay
8538,Long Delay
30589,Short Delay
9316,Short Delay
32314,Medium Delay
10748,Medium Delay
22331,Medium Delay
679,Long Delay
1582,Medium Delay
25628,Short Delay
481,Short Delay
24663,Short Delay
27011,Medium Delay
14018,Short Delay
2662,Medium Delay
14577,Medium Delay
30998,Medium Delay
18688,Medium Delay
11954,Short Delay
27829,Medium Delay
12503,Long Delay
3427,Medium Delay
25085,Short Delay
12562,Short Delay
1511,Medium Delay
15630,Medium Delay
30409,Medium Delay
22980,Medium Delay
4830,Medium Delay
4243,Medium Delay
19892,Medium Delay
17443,Medium Delay
25560,Medium Delay
19005,Short Delay
4354,Short Delay
8718,Medium Delay
16268,Long Delay
34414,Long Delay
22034,Short Delay
1897,Medium Delay
30703,Medium Delay
3205,Short Delay
18254,Medium Delay
23891,Short Delay
22473,Medium Delay
8365,Medium Delay
21620,Short Delay
19970,Short Delay
13076,Medium Delay
32148,Long Delay
1330,Short Delay
30025,Short Delay
8099,Short Delay
10273,Short Delay
7664,Long Delay
1601,Medium Delay
24746,Medium Delay
7858,Long Delay
2551,Medium Delay
33777,Short Delay
15105,Short Delay
18632,Medium Delay
19123,Short Delay
27725,Short Delay
6006,Medium Delay
10141,Medium Delay
3601,Medium Delay
33474,Short Delay
11082,Short Delay
25676,Short Delay
29604,Short Delay
20104,Short Delay
20077,Short Delay
25345,Short Delay
4989,Short Delay
9904,Short Delay
3109,Medium Delay
12586,Medium Delay
26355,Short Delay
30681,Medium Delay
6886,Medium Delay
9955,Short Delay
16190,Medium Delay
20029,Short Delay
17858,Short Delay
20901,Short Delay
34260,Short Delay
4015,Short Delay
9112,Short Delay
972,Short Delay
7609,Short Delay
16119,Medium Delay
8874,Medium Delay
7651,Short Delay
30019,Short Delay
3800,Medium Delay
27993,Long Delay
26866,Short Delay
34450,Medium Delay
18010,Medium Delay
23769,Short Delay
25063,Medium Delay
23759,Medium Delay
11843,Short Delay
17322,Medium Delay
15780,Short Delay
23195,Medium Delay
19173,Medium Delay
17319,Short Delay
27045,Medium Delay
34244,Short Delay
13195,Medium Delay
21464,Short Delay
448,Medium Delay
17331,Short Delay
8755,Medium Delay
19812,Long Delay
1364,Short Delay
30988,Medium Delay
22013,Medium Delay
6330,Long Delay
7324,Short Delay
13966,Medium Delay
11837,Long Delay
22932,Long Delay
24400,Medium Delay
7146,Short Delay
6580,Long Delay
2505,Short Delay
21425,Medium Delay
23776,Short Delay
11511,Short Delay
4525,Short Delay
6269,Medium Delay
13172,Short Delay
25057,Long Delay
32067,Short Delay
14661,Medium Delay
23095,Medium Delay
34759,Long Delay
33514,Medium Delay
6704,Medium Delay
27910,Medium Delay
20288,Short Delay
33549,Long Delay
14706,Short Delay
3332,Short Delay
30909,Short Delay
4611,Medium Delay
30127,Medium Delay
13820,Medium Delay
21977,Long Delay
13567,Short Delay
5004,Medium Delay
24021,Medium Delay
26185,Medium Delay
13208,Medium Delay
5238,Long Delay
26506,Medium Delay
14371,Short Delay
15633,Medium Delay
23686,Long Delay
17507,Short Delay
13200,Long Delay
20082,Short Delay
10600,Medium Delay
9786,Short Delay
33758,Medium Delay
15697,Short Delay
23553,Short Delay
129,Medium Delay
3418,Medium Delay
22336,Short Delay
19397,Short Delay
27676,Short Delay
17736,Medium Delay
13636,Long Delay
5766,Medium Delay
26984,Medium Delay
22340,Medium Delay
29667,Long Delay
31100,Medium Delay
19858,Medium Delay
4009,Short Delay
33548,Medium Delay
1573,Medium Delay
8168,Short Delay
4165,Short Delay
33891,Long Delay
27724,Short Delay
30568,Short Delay
5115,Short Delay
24740,Medium Delay
17717,Short Delay
30644,Medium Delay
9329,Long Delay
28821,Short Delay
11221,Medium Delay
25239,Medium Delay
28647,Short Delay
31127,Medium Delay
27405,Medium Delay
13556,Short Delay
2056,Long Delay
14021,Short Delay
27711,Short Delay
15368,Short Delay
18452,Medium Delay
15823,Long Delay
24698,Short Delay
7231,Short Delay
26971,Short Delay
33767,Short Delay
27972,Medium Delay
22374,Medium Delay
30936,Medium Delay
18909,Medium Delay
17444,Medium Delay
25442,Medium Delay
19265,Medium Delay
2206,Short Delay
24143,Short Delay
2520,Medium Delay
11195,Short Delay
8329,Short Delay
13760,Short Delay
26198,Short Delay
15175,Long Delay
22889,Short Delay
18552,Short Delay
1197,Medium Delay
3271,Medium Delay
16869,Short Delay
28956,Medium Delay
12387,Short Delay
27992,Medium Delay
6272,Medium Delay
12594,Short Delay
21777,Short Delay
10240,Short Delay
630,Short Delay
33224,Medium Delay
34380,Medium Delay
27848,Short Delay
6026,Medium Delay
27446,Medium Delay
21420,Short Delay
12372,Short Delay
26304,Short Delay
34033,Short Delay
20872,Medium Delay
8833,Medium Delay
20380,Short Delay
5402,Medium Delay
17132,Short Delay
17248,Short Delay
9591,Medium Delay
8982,Short Delay
20267,Short Delay
11816,Medium Delay
30360,Short Delay
15903,Long Delay
27820,Short Delay
14549,Medium Delay
25847,Short Delay
8778,Long Delay
11596,Short Delay
9825,Medium Delay
16047,Medium Delay
5751,Medium Delay
4857,Medium Delay
7875,Short Delay
19748,Short Delay
25698,Short Delay
33419,Short Delay
32805,Short Delay
30302,Medium Delay
15578,Short Delay
9772,Short Delay
30547,Long Delay
4858,Long Delay
34541,Medium Delay
3263,Medium Delay
15872,Medium Delay
32126,Short Delay
28708,Medium Delay
9558,Short Delay
17577,Medium Delay
17233,Short Delay
7810,Medium Delay
15840,Short Delay
33364,Short Delay
407,Medium Delay
27455,Short Delay
2968,Medium Delay
18495,Medium Delay
14189,Short Delay
11956,Short Delay
31750,Short Delay
13256,Short Delay
33315,Medium Delay
16418,Long Delay
10708,Long Delay
20686,Short Delay
30945,Medium Delay
27223,Short Delay
5919,Long Delay
16536,Medium Delay
25774,Short Delay
23052,Long Delay
33221,Short Delay
22569,Medium Delay
26018,Medium Delay
31370,Medium Delay
31184,Medium Delay
9685,Long Delay
563,Medium Delay
30027,Medium Delay
16688,Short Delay
17065,Medium Delay
27630,Medium Delay
30472,Medium Delay
30634,Short Delay
31568,Long Delay
25402,Medium Delay
4418,Short Delay
30800,Medium Delay
23826,Short Delay
1117,Long Delay
10846,Long Delay
15676,Short Delay
33718,Short Delay
5070,Long Delay
32707,Long Delay
3847,Short Delay
32844,Short Delay
4348,Long Delay
15451,Short Delay
19367,Medium Delay
31399,Short Delay
27922,Medium Delay
25797,Medium Delay
2382,Short Delay
8527,Medium Delay
34857,Medium Delay
12992,Short Delay
15440,Medium Delay
20760,Medium Delay
33551,Short Delay
841,Medium Delay
22664,Short Delay
23235,Long Delay
3019,Medium Delay
23853,Medium Delay
24595,Short Delay
30526,Short Delay
26639,Short Delay
33713,Short Delay
24509,Medium Delay
17548,Short Delay
13664,Long Delay
14769,Short Delay
9828,Medium Delay
30064,Short Delay
19209,Short Delay
34924,Short Delay
28846,Short Delay
5275,Long Delay
34279,Short Delay
13751,Medium Delay
17194,Medium Delay
32052,Short Delay
14998,Medium Delay
26306,Medium Delay
20024,Long Delay
27860,Medium Delay
26240,Short Delay
28738,Medium Delay
32011,Short Delay
31867,Medium Delay
12299,Short Delay
30890,Medium Delay
25288,Short Delay
32478,Short Delay
17463,Medium Delay
14347,Short Delay
8248,Medium Delay
24678,Short Delay
31013,Short Delay
27500,Medium Delay
24784,Medium Delay
27805,Short Delay
20871,Short Delay
10087,Medium Delay
2587,Short Delay
4910,Short Delay
11474,Short Delay
11419,Medium Delay
34052,Long Delay
6598,Short Delay
23406,Short Delay
22276,Medium Delay
33133,Medium Delay
11288,Medium Delay
27707,Short Delay
26842,Short Delay
8827,Medium Delay
12766,Medium Delay
10284,Short Delay
4862,Medium Delay
32158,Short Delay
28282,Medium Delay
25759,Short Delay
25139,Medium Delay
10884,Short Delay
32731,Medium Delay
7496,Medium Delay
4732,Short Delay
18965,Medium Delay
33156,Long Delay
33685,Medium Delay
24620,Short Delay
19182,Medium Delay
19552,Short Delay
20928,Long Delay
27507,Medium Delay
33147,Long Delay
3380,Medium Delay
15388,Short Delay
13244,Medium Delay
17720,Short Delay
3922,Short Delay
3928,Short Delay
20780,Medium Delay
15919,Short Delay
34218,Short Delay
2403,Short Delay
11228,Short Delay
22541,Medium Delay
33203,Medium Delay
14522,Short Delay
15829,Medium Delay
27268,Long Delay
4875,Short Delay
19313,Medium Delay
22740,Short Delay
5928,Medium Delay
21825,Short Delay
4547,Short Delay
412,Medium Delay
11675,Short Delay
19439,Medium Delay
26917,Short Delay
33335,Short Delay
33164,Long Delay
22606,Short Delay
2983,Medium Delay
15250,Short Delay
26715,Medium Delay
1434,Long Delay
26316,Medium Delay
20697,Short Delay
12263,Short Delay
16265,Short Delay
9474,Short Delay
23997,Short Delay
33512,Long Delay
7640,Short Delay
12288,Long Delay
7343,Short Delay
10922,Medium Delay
21851,Medium Delay
20825,Short Delay
9169,Medium Delay
2938,Short Delay
26443,Short Delay
11659,Medium Delay
10017,Medium Delay
7905,Medium Delay
9559,Short Delay
3132,Medium Delay
30049,Long Delay
19593,Short Delay
12747,Medium Delay
11013,Medium Delay
32374,Medium Delay
17372,Medium Delay
28469,Short Delay
16184,Long Delay
9842,Medium Delay
18180,Medium Delay
4209,Medium Delay
15246,Medium Delay
34663,Medium Delay
8342,Short Delay
1664,Short Delay
550,Medium Delay
8810,Medium Delay
28918,Short Delay
2857,Medium Delay
26434,Medium Delay
14542,Medium Delay
6171,Medium Delay
5098,Medium Delay
9327,Medium Delay
26686,Medium Delay
30115,Medium Delay
17287,Medium Delay
34623,Medium Delay
24916,Medium Delay
34426,Long Delay
16883,Short Delay
1152,Long Delay
28608,Short Delay
11712,Medium Delay
1701,Medium Delay
24139,Medium Delay
8567,Medium Delay
11925,Medium Delay
34418,Short Delay
1915,Short Delay
24425,Short Delay
27660,Medium Delay
4336,Short Delay
8235,Medium Delay
7140,Short Delay
22809,Short Delay
11162,Medium Delay
15098,Long Delay
11106,Long Delay
30411,Medium Delay
32364,Medium Delay
24236,Long Delay
20266,Medium Delay
7816,Long Delay
26799,Long Delay
30200,Short Delay
31029,Short Delay
22240,Long Delay
31569,Short Delay
31097,Short Delay
6200,Medium Delay
30044,Medium Delay
25332,Short Delay
